code,signal_date,buy_date,buy,sell_date,sell,pnl_pct,hold_days,exit_reason,platform,still_open
688256,2024-11-05,2024-11-06,295.73,2024-11-13,283.9,-4.000270517025683,5,破平台止损,288.16,False
600415,2024-11-06,2024-11-07,10.82,2024-11-18,10.81,-0.09242144177449285,7,破平台止损,10.84,False
600926,2024-11-07,2024-11-08,13.33,2024-11-12,13.06,-2.025506376594144,2,破平台止损,13.19,False
600183,2024-11-11,2024-11-12,21.88,2024-11-13,21.23,-2.9707495429616038,1,破平台止损,21.58,False
600887,2024-11-13,2024-11-14,27.27,2024-11-19,26.32,-3.4836817015034827,3,破平台止损,26.5,False
601800,2024-11-13,2024-11-14,10.64,2024-11-21,10.42,-2.0676691729323404,5,破MA20,10.22,False
002466,2024-11-19,2024-11-20,41.0,2024-11-25,39.8,-2.9268292682926855,3,破平台止损,40.83,False
600887,2024-11-20,2024-11-21,26.36,2024-11-25,25.89,-1.783004552352041,2,破平台止损,26.5,False
688047,2024-11-20,2024-11-21,148.9,2024-11-25,144.28,-3.1027535258562833,2,破平台止损,151.0,False
601607,2024-11-26,2024-11-27,21.54,2024-11-29,21.34,-0.9285051067780881,2,破平台止损,21.42,False
601006,2024-11-27,2024-11-28,6.57,2024-12-23,6.6,0.45662100456620447,17,破MA20,6.57,False
600887,2024-12-03,2024-12-04,26.58,2024-12-05,26.3,-1.0534236267870534,1,破MA20,26.5,False
000963,2024-12-05,2024-12-06,35.78,2024-12-16,35.19,-1.6489659027389747,6,破MA20,35.06,False
600029,2024-12-05,2024-12-06,6.67,2024-12-19,6.75,1.1994002998500841,9,破MA20,6.58,False
600415,2024-12-05,2024-12-06,13.05,2024-12-24,13.16,0.8429118773946254,12,破MA20,11.8,False
601111,2024-12-05,2024-12-06,8.05,2024-12-17,8.1,0.6211180124223503,7,破MA20,8.01,False
601816,2024-12-05,2024-12-06,6.07,2024-12-23,5.88,-3.130148270181221,11,破MA20,5.87,False
603296,2024-12-05,2024-12-06,43.93,2024-12-12,43.23,-1.5934441156385204,4,破平台止损,44.13,False
688047,2024-12-05,2024-12-06,158.62,2024-12-11,151.5,-4.488715168326818,3,破MA20,151.0,False
601728,2024-12-09,2024-12-10,6.46,2024-12-11,6.37,-1.393188854489158,1,破平台止损,6.38,False
600183,2024-12-12,2024-12-13,21.8,2024-12-16,21.63,-0.7798165137614776,1,破平台止损,21.98,False
601607,2024-12-12,2024-12-13,21.5,2024-12-16,21.15,-1.6279069767441978,1,破平台止损,21.42,False
600941,2024-12-18,2024-12-19,106.47,2025-01-07,103.94,-2.376256222410067,12,破MA20,103.85,False
600183,2024-12-19,2024-12-20,23.68,2025-01-03,22.69,-4.180743243243235,9,破平台止损,22.79,False
600377,2024-12-20,2024-12-23,14.11,2025-01-14,14.34,1.6300496102055417,15,破MA20,13.91,False
600989,2025-02-12,2025-02-13,15.92,2025-02-14,15.64,-1.7587939698492372,1,破平台止损,16.13,False
002475,2025-02-14,2025-02-17,43.42,2025-02-19,41.74,-3.8691847075080554,2,破平台止损,41.95,False
002938,2025-02-14,2025-02-17,39.45,2025-03-03,38.28,-2.965779467680607,10,破MA20,37.48,False
601899,2025-02-14,2025-02-17,16.1,2025-02-18,15.81,-1.801242236024847,1,破平台止损,16.47,False
002050,2025-02-17,2025-02-18,32.68,2025-02-28,31.47,-3.7025703794369647,8,破MA20,28.89,False
000977,2025-02-19,2025-02-20,63.82,2025-02-28,61.51,-3.6195549984330944,6,破平台止损,63.09,False
002230,2025-02-19,2025-02-20,54.39,2025-02-21,53.79,-1.1031439602868232,1,破平台止损,54.48,False
603296,2025-02-19,2025-02-20,62.75,2025-03-03,61.01,-2.772908366533866,7,破平台止损,62.46,False
601818,2025-02-20,2025-02-21,3.67,2025-02-24,3.6,-1.9073569482288777,1,破平台止损,3.62,False
000338,2025-02-26,2025-02-27,15.03,2025-03-26,15.2,1.1310711909514382,19,破MA20,14.1,False
300442,2025-02-26,2025-02-27,67.13,2025-02-28,63.67,-5.154178459705038,1,破平台止损,67.91,False
601818,2025-02-27,2025-02-28,3.6,2025-03-03,3.58,-0.5555555555555536,1,破平台止损,3.62,False
603195,2025-02-27,2025-02-28,50.16,2025-03-03,49.46,-1.3955342902711276,1,破平台止损,49.93,False
002352,2025-03-05,2025-03-06,41.06,2025-03-10,40.8,-0.6332196785192479,2,破平台止损,40.84,False
300124,2025-03-05,2025-03-06,76.01,2025-03-14,71.32,-6.170240757795042,6,破MA20,68.52,False
300408,2025-03-05,2025-03-06,39.23,2025-03-11,38.44,-2.0137649757838383,3,破平台止损,39.39,False
601100,2025-03-05,2025-03-06,84.59,2025-03-24,82.92,-1.9742286322260383,12,破MA20,77.86,False
002475,2025-03-06,2025-03-07,42.04,2025-03-10,40.94,-2.6165556612749774,1,破平台止损,41.95,False
000157,2025-03-07,2025-03-10,7.82,2025-03-17,7.66,-2.0460358056266004,5,破平台止损,7.63,False
603195,2025-03-07,2025-03-10,50.72,2025-03-13,49.8,-1.8138801261829651,3,破平台止损,49.93,False
688041,2025-03-10,2025-03-11,158.58,2025-03-12,162.56,2.509774246437124,1,破平台止损,158.86,False
688256,2025-03-10,2025-03-11,506.31,2025-03-20,469.42,-7.286050048389326,7,破平台止损,489.52,False
000301,2025-03-11,2025-03-12,9.48,2025-03-13,9.3,-1.898734177215189,1,破平台止损,9.52,False
000708,2025-03-11,2025-03-12,11.28,2025-03-13,11.19,-0.7978723404255317,1,破平台止损,11.23,False
002352,2025-03-11,2025-03-12,40.98,2025-03-26,40.9,-0.19521717911176184,10,破MA20,40.84,False
600019,2025-03-11,2025-03-12,7.04,2025-03-20,6.85,-2.6988636363636465,6,破平台止损,6.91,False
601229,2025-03-13,2025-03-14,8.74,2025-03-17,8.68,-0.6864988558352492,1,破平台止损,8.73,False
000425,2025-03-14,2025-03-17,8.85,2025-03-19,8.55,-3.3898305084745672,2,破MA20,8.5,False
000708,2025-03-17,2025-03-18,11.22,2025-04-01,11.38,1.426024955436711,10,破MA20,11.23,False
000157,2025-03-18,2025-03-19,7.62,2025-03-20,7.61,-0.1312335958005173,1,破平台止损,7.63,False
600031,2025-03-19,2025-03-20,19.63,2025-03-24,19.05,-2.954661232806921,2,破平台止损,19.2,False
600519,2025-03-19,2025-03-20,1540.95,2025-04-01,1473.39,-4.384308381193414,8,破MA20,1458.96,False
601336,2025-03-19,2025-03-20,52.14,2025-03-21,49.09,-5.849635596471037,1,破平台止损,51.58,False
000425,2025-03-20,2025-03-21,8.56,2025-03-24,8.49,-0.8177570093457986,1,破MA20,8.5,False
600019,2025-03-24,2025-03-25,7.08,2025-03-31,6.84,-3.3898305084745783,4,破平台止损,6.91,False
600036,2025-03-24,2025-03-25,42.05,2025-03-27,39.95,-4.994054696789519,2,破平台止损,40.96,False
002142,2025-03-25,2025-03-26,25.28,2025-03-27,25.04,-0.9493670886076,1,破平台止损,25.26,False
002311,2025-03-25,2025-03-26,48.12,2025-03-27,47.48,-1.3300083125519557,1,破平台止损,48.57,False
601229,2025-03-26,2025-03-27,8.75,2025-05-28,9.97,13.942857142857147,40,破MA20,8.73,False
600887,2025-05-12,2025-05-13,27.21,2025-06-06,27.63,1.5435501653803696,17,破MA20,27.12,False
601991,2025-05-13,2025-05-14,3.16,2025-05-29,3.12,-1.2658227848101222,11,破MA20,3.02,False
605499,2025-05-13,2025-05-14,204.74,2025-05-15,206.96,1.0843020416137605,1,破MA20,199.61,False
002602,2025-05-14,2025-05-15,8.08,2025-07-21,11.42,41.33663366336633,46,破MA20,7.4,False
000651,2025-05-15,2025-05-16,43.18,2025-06-04,42.1,-2.501157943492349,12,破MA20,41.66,False
605499,2025-05-16,2025-05-19,207.56,2025-05-20,210.73,1.5272692233570861,1,破MA20,199.61,False
002311,2025-05-19,2025-05-20,54.4,2025-06-16,56.98,4.742647058823524,18,破MA20,52.87,False
002736,2025-05-20,2025-05-21,10.33,2025-05-26,10.17,-1.5488867376573068,3,破平台止损,10.22,False
601166,2025-05-21,2025-05-22,20.5,2025-05-29,20.41,-0.43902439024390283,5,破平台止损,20.37,False
601318,2025-05-21,2025-05-22,49.74,2025-05-23,49.78,0.08041817450743505,1,破平台止损,50.02,False
601916,2025-05-21,2025-05-22,2.86,2025-07-22,3.4,18.881118881118873,42,破MA20,2.82,False
002294,2025-05-22,2025-05-23,42.12,2025-06-20,46.91,11.372269705603033,19,破MA20,41.57,False
600795,2025-05-22,2025-05-23,4.53,2025-05-26,4.44,-1.9867549668874163,1,破平台止损,4.47,False
601225,2025-05-23,2025-05-26,18.7,2025-05-28,18.52,-0.9625668449197877,2,破平台止损,18.56,False
000963,2025-06-04,2025-06-05,42.83,2025-06-18,40.69,-4.996497781928555,9,破平台止损,41.58,False
002736,2025-06-04,2025-06-05,10.52,2025-06-11,10.38,-1.330798479087436,4,破MA20,10.22,False
601857,2025-06-04,2025-06-05,7.72,2025-07-01,8.11,5.051813471502586,18,破MA20,7.67,False
002352,2025-06-05,2025-06-06,45.99,2025-06-11,45.12,-1.8917155903457328,3,破平台止损,45.2,False
600115,2025-06-05,2025-06-06,3.96,2025-06-19,4.0,1.0101010101010166,9,破MA20,3.92,False
601111,2025-06-05,2025-06-06,7.86,2025-06-16,7.75,-1.3994910941475869,6,破MA20,7.64,False
601318,2025-06-05,2025-06-06,49.96,2025-06-09,49.54,-0.8406725380304292,1,破平台止损,50.02,False
600016,2025-06-06,2025-06-09,4.23,2025-07-25,4.85,14.65721040189123,34,破MA20,4.1,False
601009,2025-06-06,2025-06-09,10.6,2025-07-14,11.03,4.056603773584899,25,破MA20,10.63,False
601668,2025-06-06,2025-06-09,5.44,2025-06-10,5.39,-0.9191176470588314,1,破MA20,5.35,False
601166,2025-06-09,2025-06-10,21.59,2025-07-22,22.71,5.187586845761927,30,破MA20,20.71,False
600795,2025-06-11,2025-06-12,4.46,2025-06-13,4.44,-0.4484304932735328,1,破平台止损,4.47,False
002463,2025-06-13,2025-06-16,38.81,2025-08-08,50.77,30.816799793867556,39,破MA20,36.24,False
600418,2025-06-16,2025-06-17,43.34,2025-06-20,41.65,-3.8994000922935035,3,破平台止损,41.97,False
600795,2025-06-16,2025-06-17,4.52,2025-07-14,4.66,3.0973451327433787,19,破MA20,4.47,False
601628,2025-06-16,2025-06-17,39.97,2025-06-19,39.14,-2.0765574180635404,2,破平台止损,40.0,False
002714,2025-06-17,2025-06-18,41.22,2025-06-19,40.85,-0.8976225133430327,1,破平台止损,41.08,False
002311,2025-06-20,2025-06-23,56.8,2025-06-24,56.17,-1.1091549295774605,1,破平台止损,57.09,False
600115,2025-06-23,2025-06-24,3.98,2025-07-02,4.0,0.5025125628140614,6,破MA20,3.92,False
600183,2025-06-25,2025-06-26,29.29,2025-09-05,45.78,56.29907818368045,51,破MA20,28.24,False
600418,2025-06-25,2025-06-26,41.8,2025-06-27,40.59,-2.89473684210525,1,破平台止损,41.97,False
600760,2025-06-27,2025-06-30,55.13,2025-08-11,62.15,12.733538908035547,30,破MA20,54.19,False
000408,2025-07-01,2025-07-02,41.77,2025-07-10,39.85,-4.596600430931296,6,破平台止损,40.75,False
601318,2025-07-01,2025-07-02,53.02,2025-08-20,55.29,4.2814032440588345,35,破MA20,52.54,False
601628,2025-07-01,2025-07-02,40.67,2025-07-03,40.35,-0.7868207523973436,1,破平台止损,40.76,False
601899,2025-07-01,2025-07-02,19.46,2025-07-10,18.5,-4.933196300102782,6,破平台止损,18.75,False
688411,2025-07-02,2025-07-03,84.15,2025-07-29,87.53,4.016636957813424,18,破MA20,82.26,False
000768,2025-07-03,2025-07-04,26.71,2025-08-04,27.6,3.3320853612879064,21,破MA20,26.52,False
000988,2025-07-03,2025-07-04,45.58,2025-07-07,44.93,-1.4260640631856059,1,破平台止损,45.24,False
300394,2025-07-03,2025-07-04,55.52,2025-07-07,52.89,-4.737031700288186,1,破平台止损,54.46,False
301165,2025-07-03,2025-07-04,41.22,2025-07-07,40.81,-0.9946627850557888,1,破平台止损,41.49,False
688082,2025-07-03,2025-07-04,111.63,2025-07-11,111.02,-0.5464480874316946,5,破平台止损,111.23,False
688183,2025-07-03,2025-07-04,49.48,2025-07-14,46.13,-6.770412287793038,6,破MA20,43.32,False
002128,2025-07-04,2025-07-07,18.55,2025-07-09,18.32,-1.2398921832884158,2,破平台止损,18.33,False
000630,2025-07-07,2025-07-08,3.34,2025-07-10,3.27,-2.095808383233533,2,破平台止损,3.34,False
601601,2025-07-07,2025-07-08,36.66,2025-07-23,36.37,-0.7910529187124871,11,破MA20,35.67,False
603296,2025-07-07,2025-07-08,58.81,2025-07-14,58.05,-1.2922972283625267,4,破平台止损,56.98,False
002475,2025-07-08,2025-07-09,35.08,2025-07-10,34.89,-0.5416191562143569,1,破平台止损,35.11,False
600160,2025-07-08,2025-07-09,28.98,2025-07-10,27.17,-6.245686680469287,1,破平台止损,28.21,False
600418,2025-07-08,2025-07-09,41.73,2025-07-10,40.28,-3.4747184279894427,1,破平台止损,41.97,False
600893,2025-07-08,2025-07-09,37.42,2025-07-15,36.36,-2.8327097808658497,4,破平台止损,36.6,False
688347,2025-07-08,2025-07-09,53.96,2025-07-10,52.75,-2.2424017790956263,1,破平台止损,53.86,False
000708,2025-07-10,2025-07-11,11.94,2025-08-04,12.22,2.345058626465679,16,破MA20,11.82,False
002460,2025-07-10,2025-07-11,34.66,2025-07-14,35.04,1.09636468551646,1,破平台止损,34.38,False
002466,2025-07-10,2025-07-11,33.65,2025-07-14,34.43,2.3179791976225994,1,破平台止损,33.33,False
002128,2025-07-15,2025-07-16,18.55,2025-08-15,19.19,3.4501347708894903,22,破MA20,18.33,False
600673,2025-07-15,2025-07-16,14.19,2025-09-26,24.0,69.13319238900635,52,破MA20,12.87,False
688347,2025-07-15,2025-07-16,53.91,2025-07-17,53.37,-1.001669449081799,1,破平台止损,53.86,False
002714,2025-07-16,2025-07-17,43.88,2025-07-18,44.06,0.4102096627164986,1,破平台止损,44.04,False
300803,2025-07-16,2025-07-17,83.54,2025-08-11,86.91,4.0339956906870755,17,破MA20,81.94,False
000166,2025-07-17,2025-07-18,5.15,2025-08-04,5.17,0.3883495145631022,11,破MA20,5.04,False
000776,2025-07-17,2025-07-18,17.53,2025-09-04,20.54,17.17056474614944,34,破MA20,17.38,False
002736,2025-07-17,2025-07-18,11.6,2025-09-04,13.42,15.689655172413786,34,破MA20,11.47,False
600019,2025-07-17,2025-07-18,6.71,2025-08-12,6.96,3.7257824143070106,17,破MA20,6.63,False
600030,2025-07-17,2025-07-18,27.32,2025-08-04,27.66,1.2445095168374776,11,破MA20,27.25,False
600999,2025-07-17,2025-07-18,17.28,2025-09-04,18.07,4.571759259259256,34,破MA20,17.29,False
601138,2025-07-17,2025-07-18,26.81,2025-07-24,26.52,-1.0816859380827992,4,破平台止损,25.95,False
601186,2025-07-17,2025-07-18,7.99,2025-08-01,8.05,0.7509386733416834,10,破MA20,7.99,False
601336,2025-07-17,2025-07-18,58.6,2025-08-12,61.93,5.6825938566552825,17,破MA20,58.27,False
601688,2025-07-17,2025-07-18,17.84,2025-09-03,21.04,17.93721973094169,33,破MA20,17.78,False
601878,2025-07-17,2025-07-18,11.05,2025-08-11,11.23,1.6289592760180938,16,破MA20,10.96,False
601901,2025-07-17,2025-07-18,7.97,2025-07-21,7.9,-0.8782936010037545,1,破平台止损,7.94,False
601995,2025-07-17,2025-07-18,36.02,2025-08-01,35.91,-0.30538589672406413,10,破MA20,35.85,False
603296,2025-07-17,2025-07-18,64.1,2025-07-22,60.61,-5.444617784711381,2,破平台止损,61.08,False
000426,2025-07-18,2025-07-21,17.82,2025-08-01,17.44,-2.1324354657687894,9,破平台止损,17.66,False
600061,2025-07-18,2025-07-21,7.49,2025-08-01,7.4,-1.2016021361815787,9,破平台止损,7.52,False
601288,2025-07-18,2025-07-21,6.01,2025-07-23,5.88,-2.1630615640598982,2,破平台止损,5.97,False
601390,2025-07-18,2025-07-21,5.74,2025-08-01,5.61,-2.2648083623693416,9,破MA20,5.52,False
601600,2025-07-18,2025-07-21,7.19,2025-08-04,7.12,-0.9735744089012566,10,破MA20,6.97,False
601618,2025-07-18,2025-07-21,3.06,2025-08-01,3.03,-0.9803921568627527,9,破MA20,3.0,False
688082,2025-07-18,2025-07-21,111.42,2025-08-08,118.4,6.264584455214517,14,破MA20,111.23,False
000063,2025-07-21,2025-07-22,34.11,2025-08-05,33.93,-0.527704485488123,10,破MA20,33.5,False
002460,2025-07-21,2025-07-22,36.17,2025-08-05,36.09,-0.22117777163395136,10,破MA20,34.38,False
600438,2025-07-21,2025-07-22,20.5,2025-08-01,20.12,-1.8536585365853564,8,破MA20,20.27,False
600487,2025-07-21,2025-07-22,15.86,2025-10-15,20.92,31.904161412358146,55,破MA20,15.74,False
601788,2025-07-21,2025-07-22,18.01,2025-07-23,17.99,-0.1110494169905829,1,破平台止损,18.1,False
002027,2025-07-22,2025-07-23,7.25,2025-07-24,7.23,-0.27586206896551557,1,破平台止损,7.26,False
301165,2025-07-23,2025-07-24,45.12,2025-07-25,43.1,-4.4769503546099205,1,破平台止损,43.81,False
601607,2025-07-24,2025-07-25,19.01,2025-08-12,18.98,-0.15781167806417917,12,破MA20,18.59,False
002475,2025-07-25,2025-07-28,38.28,2025-08-01,36.61,-4.36259143155695,4,破平台止损,36.93,False
601138,2025-07-25,2025-07-28,28.23,2025-09-10,51.32,81.79241941197309,32,破MA20,25.95,False
002709,2025-07-28,2025-07-29,19.75,2025-08-01,18.76,-5.012658227848088,3,破平台止损,19.33,False
300059,2025-07-28,2025-07-29,23.83,2025-07-31,23.55,-1.1749895090222284,2,破平台止损,23.88,False
300450,2025-07-28,2025-07-29,26.31,2025-08-15,25.65,-2.508551881413912,13,破MA20,25.05,False
301165,2025-07-28,2025-07-29,43.59,2025-08-11,43.89,0.6882312456985451,9,破MA20,43.81,False
601066,2025-07-28,2025-07-29,25.81,2025-08-01,25.27,-2.0922123208058863,3,破平台止损,25.65,False
601288,2025-07-28,2025-07-29,5.99,2025-07-30,5.94,-0.8347245409014992,1,破平台止损,5.97,False
601877,2025-07-28,2025-07-29,22.9,2025-07-31,22.66,-1.0480349344978102,2,破平台止损,22.88,False
000617,2025-07-29,2025-07-30,9.76,2025-07-31,8.86,-9.221311475409843,1,破平台止损,9.54,False
000630,2025-07-29,2025-07-30,3.56,2025-08-01,3.41,-4.213483146067409,2,破平台止损,3.57,False
300274,2025-07-29,2025-07-30,74.65,2025-08-01,71.22,-4.594775619557945,2,破平台止损,72.94,False
600233,2025-07-29,2025-07-30,14.78,2025-08-01,14.8,0.13531799729364913,2,破平台止损,14.69,False
603260,2025-07-29,2025-07-30,55.74,2025-08-01,51.95,-6.799425905992107,2,破平台止损,54.72,False
603993,2025-07-29,2025-07-30,9.22,2025-09-19,12.2,32.32104121475052,37,破MA20,8.54,False
000408,2025-07-30,2025-07-31,45.84,2025-08-28,47.84,4.363001745200701,20,破MA20,43.01,False
002027,2025-07-30,2025-07-31,7.27,2025-08-01,7.15,-1.6506189821182793,1,破平台止损,7.26,False
002532,2025-07-30,2025-07-31,9.13,2025-11-19,12.76,39.759036144578296,73,破MA20,8.76,False
601628,2025-07-30,2025-07-31,41.77,2025-08-01,40.53,-2.9686377783098017,1,破平台止损,41.72,False
600418,2025-08-01,2025-08-04,50.99,2025-08-13,46.67,-8.47224946067856,7,破MA20,46.85,False
002414,2025-08-04,2025-08-05,11.68,2025-08-28,12.37,5.90753424657533,17,破MA20,11.47,False
002653,2025-08-04,2025-08-05,53.72,2025-08-28,55.0,2.3827252419955425,17,破MA20,52.75,False
688111,2025-08-04,2025-08-05,312.45,2025-08-11,286.34,-8.356537045927348,4,破平台止损,304.79,False
000725,2025-08-05,2025-08-06,4.02,2025-08-08,3.99,-0.7462686567163979,2,破平台止损,4.02,False
300207,2025-08-05,2025-08-06,21.36,2025-08-08,21.19,-0.7958801498127221,2,破平台止损,21.54,False
300274,2025-08-05,2025-08-06,74.16,2025-10-14,143.21,93.10949298813378,43,破MA20,72.94,False
601288,2025-08-05,2025-08-06,6.33,2025-09-16,6.88,8.688783570300163,29,破MA20,5.97,False
601601,2025-08-05,2025-08-06,37.47,2025-08-08,37.24,-0.6138243928476061,2,破平台止损,37.39,False
688169,2025-08-05,2025-08-06,179.35,2025-09-12,202.41,12.85754112071369,27,破MA20,172.68,False
000063,2025-08-06,2025-08-07,34.54,2025-08-08,34.16,-1.1001737116386856,1,破平台止损,34.67,False
000426,2025-08-06,2025-08-07,18.95,2025-10-23,30.32,60.00000000000001,49,破MA20,18.68,False
002648,2025-08-06,2025-08-07,18.63,2025-08-15,18.24,-2.093397745571657,6,破平台止损,18.24,False
002709,2025-08-06,2025-08-07,19.27,2025-08-08,18.98,-1.5049299429164442,1,破平台止损,19.33,False
300454,2025-08-06,2025-08-07,109.27,2025-08-08,104.51,-4.3561819346572666,1,破平台止损,107.88,False
600233,2025-08-06,2025-08-07,15.66,2025-09-01,16.84,7.535121328224781,17,破MA20,15.22,False
600958,2025-08-06,2025-08-07,11.37,2025-08-11,11.28,-0.79155672823219,2,破平台止损,11.38,False
000166,2025-08-07,2025-08-08,5.29,2025-08-11,5.27,-0.3780718336483968,1,破平台止损,5.3,False
601066,2025-08-07,2025-08-08,25.53,2025-08-11,25.33,-0.7833920877399203,1,破平台止损,25.65,False
002001,2025-08-08,2025-08-11,21.93,2025-08-13,21.83,-0.45599635202918654,2,破平台止损,21.81,False
601600,2025-08-08,2025-08-11,7.45,2025-09-05,7.31,-1.8791946308724938,19,破平台止损,7.4,False
688036,2025-08-08,2025-08-11,84.55,2025-09-05,79.36,-6.138379657007686,19,破MA20,78.74,False
000768,2025-08-11,2025-08-12,28.5,2025-08-13,28.05,-1.5789473684210464,1,破平台止损,28.51,False
600061,2025-08-11,2025-08-12,7.6,2025-09-03,7.94,4.473684210526319,16,破MA20,7.6,False
600426,2025-08-11,2025-08-12,23.97,2025-08-19,23.83,-0.5840634125990896,5,破平台止损,23.93,False
600580,2025-08-11,2025-08-12,24.54,2025-08-13,24.12,-1.7114914425427785,1,破平台止损,24.18,False
000166,2025-08-12,2025-08-13,5.35,2025-09-01,5.46,2.0560747663551426,13,破MA20,5.3,False
000988,2025-08-12,2025-08-13,51.65,2025-10-14,83.96,62.55566311713454,38,破MA20,49.47,False
002475,2025-08-12,2025-08-13,38.22,2025-10-14,58.62,53.375196232339086,38,破MA20,36.93,False
300059,2025-08-12,2025-08-13,24.03,2025-09-05,26.19,8.98876404494382,17,破MA20,23.88,False
300316,2025-08-12,2025-08-13,28.62,2025-08-15,28.25,-1.2928022361984648,2,破平台止损,28.77,False
300394,2025-08-12,2025-08-13,76.66,2025-09-25,128.33,67.40151317505871,31,破MA20,72.31,False
601066,2025-08-12,2025-08-13,25.79,2025-09-04,26.68,3.4509499806126387,16,破MA20,25.65,False
601225,2025-08-12,2025-08-13,20.89,2025-08-19,20.22,-3.2072762087123063,4,破平台止损,20.49,False
601601,2025-08-12,2025-08-13,37.6,2025-09-04,38.6,2.659574468085113,16,破MA20,37.39,False
002709,2025-08-13,2025-08-14,19.72,2025-08-15,19.23,-2.4847870182555742,1,破平台止损,19.81,False
300207,2025-08-13,2025-08-14,21.8,2025-08-15,21.13,-3.073394495412851,1,破平台止损,21.54,False
300760,2025-08-13,2025-08-14,232.8,2025-08-15,228.25,-1.9544673539518942,1,破平台止损,232.09,False
300866,2025-08-13,2025-08-14,136.42,2025-08-28,133.45,-2.177100131945464,10,破MA20,132.92,False
600111,2025-08-14,2025-08-15,37.9,2025-09-17,49.26,29.9736147757256,23,破MA20,38.03,False
000063,2025-08-15,2025-08-18,35.45,2025-09-05,41.31,16.53032440056417,14,破MA20,35.09,False
002001,2025-08-15,2025-08-18,22.13,2025-09-05,22.74,2.7564392227745094,14,破MA20,21.81,False
002353,2025-08-20,2025-08-21,45.34,2025-09-05,45.06,-0.6175562417291558,11,破MA20,45.03,False
002415,2025-08-20,2025-08-21,29.25,2025-09-04,28.97,-0.9572649572649583,10,破MA20,28.56,False
300760,2025-08-20,2025-08-21,231.76,2025-09-04,233.7,0.8370728339661682,10,破MA20,232.09,False
601136,2025-08-20,2025-08-21,21.04,2025-08-22,20.6,-2.091254752851701,1,破平台止损,20.87,False
601211,2025-08-20,2025-08-21,20.41,2025-09-02,20.09,-1.5678588926996584,8,破平台止损,20.23,False
601225,2025-08-20,2025-08-21,20.76,2025-08-28,19.6,-5.587668593448935,5,破平台止损,20.49,False
601377,2025-08-20,2025-08-21,6.9,2025-08-22,6.83,-1.0144927536231974,1,破平台止损,6.86,False
601456,2025-08-20,2025-08-21,12.09,2025-08-22,11.85,-1.985111662531014,1,破平台止损,11.93,False
601788,2025-08-20,2025-08-21,19.05,2025-08-22,18.72,-1.7322834645669416,1,破平台止损,19.04,False
601881,2025-08-20,2025-08-21,18.22,2025-08-22,17.92,-1.6465422612513603,1,破平台止损,18.17,False
601995,2025-08-20,2025-08-21,38.21,2025-08-22,37.75,-1.2038733315885897,1,破平台止损,37.84,False
000568,2025-08-22,2025-08-25,131.05,2025-09-19,131.54,0.37390309042348857,19,破MA20,125.02,False
600196,2025-08-22,2025-08-25,28.19,2025-09-24,30.2,7.130188009932592,22,破MA20,28.04,False
600426,2025-08-22,2025-08-25,24.55,2025-09-17,25.73,4.806517311608971,17,破MA20,23.93,False
600522,2025-08-22,2025-08-25,15.4,2025-09-16,15.69,1.8831168831168865,16,破MA20,14.74,False
600809,2025-08-22,2025-08-25,196.54,2025-09-19,199.8,1.6586954309555368,19,破MA20,193.73,False
601100,2025-08-22,2025-08-25,83.21,2025-09-15,86.06,3.425069102271383,15,破MA20,80.1,False
688411,2025-08-22,2025-08-25,107.37,2025-10-28,254.72,137.23572692558443,40,破MA20,99.45,False
000066,2025-08-28,2025-08-29,18.34,2025-09-01,18.08,-1.4176663031624903,1,破平台止损,18.2,False
002179,2025-08-28,2025-08-29,41.44,2025-09-04,39.12,-5.598455598455598,4,破平台止损,40.11,False
600346,2025-08-28,2025-08-29,17.24,2025-09-05,16.64,-3.480278422273775,5,破平台止损,16.79,False
601766,2025-08-28,2025-08-29,7.55,2025-09-02,7.49,-0.7947019867549643,2,破平台止损,7.56,False
601618,2025-08-29,2025-09-01,3.39,2025-09-19,3.37,-0.5899705014749235,14,破MA20,3.32,False
601633,2025-08-29,2025-09-01,25.95,2025-09-05,25.68,-1.0404624277456587,4,破平台止损,25.85,False
000895,2025-09-04,2025-09-05,24.63,2025-09-18,24.53,-0.4060089321964999,9,破平台止损,24.53,False
000301,2025-09-05,2025-09-08,10.01,2025-09-19,9.6,-4.0959040959041015,9,破平台止损,9.83,False
000538,2025-09-05,2025-09-08,56.57,2025-09-19,55.67,-1.5909492663956137,9,破MA20,55.32,False
002648,2025-09-05,2025-09-08,19.38,2025-09-16,19.31,-0.3611971104231171,6,破平台止损,19.36,False
300433,2025-09-05,2025-09-08,31.88,2025-09-10,29.39,-7.810539523212046,2,破平台止损,30.2,False
300803,2025-09-05,2025-09-08,136.22,2025-09-10,134.89,-0.976361767728684,2,破MA20,125.86,False
300999,2025-09-05,2025-09-08,33.06,2025-09-15,32.92,-0.4234724742891771,5,破平台止损,33.0,False
600309,2025-09-05,2025-09-08,64.82,2025-09-17,65.25,0.6633755013884635,7,破MA20,62.81,False
000425,2025-09-08,2025-09-09,9.65,2025-09-11,9.63,-0.2072538860103612,2,破平台止损,9.65,False
000596,2025-09-08,2025-09-09,166.79,2025-09-18,162.43,-2.614065591462311,7,破MA20,152.81,False
002304,2025-09-08,2025-09-09,70.62,2025-09-11,70.48,-0.19824412347776432,2,破平台止损,70.88,False
000333,2025-09-09,2025-09-10,72.9,2025-09-17,70.44,-3.3744855967078324,5,破MA20,70.08,False
