params_id,chandelier_atr,cluster_hits,initial_stop_atr,weights,annual_excess,annual_return,benchmark_annual_return,ending_equity,expectancy,halted,max_dd,open_trades,profit_factor,trades,win_rate,selected
h3-s2-c3p5-wrs_heavy,3.5,3,2.0,rs_heavy,-2.408401892738654,2.054037239379758,4.462439132118412,576323.7268901907,8.611065957499399,True,17.199468527282725,0,2.2991865889211005,66,43.93939393939394,False
h3-s2-c3p5-wcluster_heavy,3.5,3,2.0,cluster_heavy,-2.4099017466713724,2.0525373854470397,4.462439132118412,576264.5493901066,9.760268970177275,True,17.54728695165771,0,2.4546362674296764,58,48.275862068965516,False
h3-s2p5-c2p5-wbase,2.5,3,2.5,base,-4.102242649942323,0.36019648217608946,4.462439132118412,512719.95157903817,6.280227922092571,True,20.467219462598408,0,1.9710163981420408,95,46.31578947368421,False
h3-s2p5-c2p5-wrs_heavy,2.5,3,2.5,rs_heavy,-3.3154843483838237,1.1469547837345884,4.462439132118412,541471.0957244565,10.001341402908734,True,17.80968192939895,0,2.6393006359908013,85,48.23529411764706,False
h3-s2p5-c2p5-wcluster_heavy,2.5,3,2.5,cluster_heavy,-2.8218782032215284,1.6405609288968837,4.462439132118412,560205.6321962244,10.57714675737999,True,13.244272181053832,0,3.2899886938163014,81,54.32098765432099,False
h3-s2p5-c3-wbase,3.0,3,2.5,base,-2.632303081758769,1.830136050359643,4.462439132118412,567547.0131539431,10.165284018778582,True,19.320362856571073,0,2.5426918781509342,69,47.82608695652174,False
h3-s2p5-c3-wrs_heavy,3.0,3,2.5,rs_heavy,-2.5502204438413667,1.9122186882770453,4.462439132118412,570751.1817005713,11.917818413423081,True,19.359288491908796,0,2.9065311223102834,67,49.25373134328358,False
h3-s2p5-c3-wcluster_heavy,3.0,3,2.5,cluster_heavy,-2.53585235350664,1.9265867786117719,4.462439132118412,571313.6439134799,11.148732851771378,True,19.951802067180665,0,2.706840420270601,69,52.17391304347826,False
h3-s2p5-c3p5-wbase,3.5,3,2.5,base,-2.1830451467371503,2.2793939853812617,4.462439132118412,585274.6776398742,11.747101721824276,True,18.924998703495067,0,2.8795270962713198,71,54.929577464788736,False
h3-s2p5-c3p5-wrs_heavy,3.5,3,2.5,rs_heavy,-1.781337112438619,2.681102019679793,4.462439132118412,601525.7454474386,13.775787547588845,True,18.884075592983944,0,3.1735862628475835,63,50.79365079365079,False
h3-s2p5-c3p5-wcluster_heavy,3.5,3,2.5,cluster_heavy,-1.5279143937765305,2.9345247383418815,4.462439132118412,611975.5848116007,12.513984599218274,True,19.00450955043814,0,2.757299628939805,72,48.61111111111111,True
h3-s3-c2p5-wbase,2.5,3,3.0,base,-4.431560881421581,0.03087825069683081,4.462439132118412,501079.72857417876,7.749637161185199,True,17.91163973021925,0,2.2771931580412725,98,46.93877551020408,False
h3-s3-c2p5-wrs_heavy,2.5,3,3.0,rs_heavy,-5.337323919612713,-0.8748847874943011,4.462439132118412,470224.8430699001,4.31840071716651,True,26.840691927483007,0,1.5823049898741348,115,37.391304347826086,False
h3-s3-c2p5-wcluster_heavy,2.5,3,3.0,cluster_heavy,-4.602402988563314,-0.1399638564449024,4.462439132118412,495130.8050892165,6.439572312489974,True,18.888619655076237,0,1.9532417078093023,98,46.93877551020408,False
h3-s3-c3-wbase,3.0,3,3.0,base,-2.582975176870006,1.879463955248406,4.462439132118412,569470.7180524338,8.283053329062426,True,20.20106739072538,0,2.081083765625766,78,46.15384615384615,False
h3-s3-c3-wrs_heavy,3.0,3,3.0,rs_heavy,-3.1918555160807216,1.2705836160376904,4.462439132118412,546112.2074460707,11.898472523286923,True,21.06116332673374,0,2.8373099396982924,77,55.84415584415584,False
h3-s3-c3-wcluster_heavy,3.0,3,3.0,cluster_heavy,-2.5339450722097645,1.9284940599086475,4.462439132118412,571388.3432315744,9.837582567513815,True,20.080067043607045,0,2.4642431231612525,76,46.05263157894737,False
h3-s3-c3p5-wbase,3.5,3,3.0,base,-1.8638936159180552,2.598545516200357,4.462439132118412,598154.733315425,12.235638909667298,True,21.177916852315793,0,2.4481029596709334,61,49.18032786885246,False
h3-s3-c3p5-wrs_heavy,3.5,3,3.0,rs_heavy,-2.234241898063427,2.228197234054985,4.462439132118412,583230.8054397267,10.015476422090059,True,21.111511205479356,0,2.213508797472722,67,47.76119402985074,False
h3-s3-c3p5-wcluster_heavy,3.5,3,3.0,cluster_heavy,-2.1866909009739866,2.2757482311444255,4.462439132118412,585128.9294792697,8.068118306632238,True,21.24451220201329,0,1.8800756638116114,73,41.0958904109589,False
h4-s2-c2p5-wbase,2.5,4,2.0,base,-3.8133658584357244,0.6490732736826876,4.462439132118412,523120.72598178475,6.4269149860316075,True,20.382460160389137,0,2.1080141526915606,97,45.36082474226804,False
h4-s2-c2p5-wrs_heavy,2.5,4,2.0,rs_heavy,-4.153687645554327,0.308751486564085,4.462439132118412,510886.43037789327,8.880175109522353,True,17.875634580716362,0,2.7513512172276537,92,46.73913043478261,False
h4-s2-c2p5-wcluster_heavy,2.5,4,2.0,cluster_heavy,-3.6420746706633977,0.8203644614550143,4.462439132118412,529372.8957294921,6.147039030030501,True,19.021833741362233,0,2.0627735006000756,99,42.42424242424242,False
h4-s2-c3-wbase,3.0,4,2.0,base,-3.2065300188744983,1.2559091132439137,4.462439132118412,545559.5398099296,8.405221870946507,True,19.617606761365902,0,2.501846392162226,71,52.112676056338024,False
h4-s2-c3-wrs_heavy,3.0,4,2.0,rs_heavy,-2.1509341790797443,2.3115049530386678,4.462439132118412,586559.7382337622,10.954528584034147,True,19.032154940575865,0,2.9949850349394254,71,49.29577464788733,False
h4-s2-c3-wcluster_heavy,3.0,4,2.0,cluster_heavy,-2.9373388193035366,1.5251003128148755,4.462439132118412,555774.3624926795,8.417843322346018,True,19.506278841103814,0,2.41622288131037,82,48.78048780487805,False
h4-s2-c3p5-wbase,3.5,4,2.0,base,-2.6177670404399223,1.8446720916784898,4.462439132118412,568113.3146355337,9.459081179552307,True,19.94554193239432,0,2.2792376878970155,69,49.275362318840585,False
h4-s2-c3p5-wrs_heavy,3.5,4,2.0,rs_heavy,-2.4122300043755596,2.0502091277428525,4.462439132118412,576172.697112328,8.971708703490641,True,16.84692648622297,0,2.2168868544499114,62,45.16129032258064,False
h4-s2-c3p5-wcluster_heavy,3.5,4,2.0,cluster_heavy,-2.4773664643233273,1.9850726677950847,4.462439132118412,573608.0733579329,11.781313325766515,True,17.504051753325427,0,2.9199320812029224,60,51.66666666666667,False
h4-s2p5-c2p5-wbase,2.5,4,2.5,base,-3.9171723047066065,0.5452668274118055,4.462439132118412,519362.6435444023,5.830083846145201,True,20.445761355858387,0,1.920945734725729,94,44.680851063829785,False
h4-s2p5-c2p5-wrs_heavy,2.5,4,2.5,rs_heavy,-3.2401988471872034,1.2222402849312086,4.462439132118412,544293.3233238236,7.7718140224772325,True,18.260807484457466,0,2.341193548133398,84,45.23809523809524,False
h4-s2p5-c2p5-wcluster_heavy,2.5,4,2.5,cluster_heavy,-3.8613014742781893,0.6011376578402228,4.462439132118412,521382.4377919841,4.760710380441906,True,20.56526697204998,0,1.7142296899607568,94,40.42553191489361,False
h4-s2p5-c3-wbase,3.0,4,2.5,base,-2.4889959764671454,1.9734431556512666,4.462439132118412,573151.2141919483,8.825076239475667,True,19.33643014860213,0,2.3720460294652965,67,49.25373134328358,False
h4-s2p5-c3-wrs_heavy,3.0,4,2.5,rs_heavy,-2.3023473132622208,2.1600918188561913,4.462439132118412,580521.3885961281,8.277038354401151,True,20.091264182425363,0,2.1565837445541676,72,45.83333333333333,False
h4-s2p5-c3-wcluster_heavy,3.0,4,2.5,cluster_heavy,-2.4156405582519858,2.0467985738664263,4.462439132118412,576038.1697313365,11.058653358302877,True,20.0750469282699,0,2.864962050652434,67,53.73134328358209,False
h4-s2p5-c3p5-wbase,3.5,4,2.5,base,-2.2099351650564536,2.2525039670619584,4.462439132118412,584200.4128256605,12.27544999008473,True,19.02806385079944,0,3.0128425605407125,66,56.060606060606055,False
h4-s2p5-c3p5-wrs_heavy,3.5,4,2.5,rs_heavy,-1.7933370405070592,2.669102091611353,4.462439132118412,601034.7461651315,13.170656175780747,True,18.95132067048519,0,2.979152149994232,63,52.38095238095239,False
h4-s2p5-c3p5-wcluster_heavy,3.5,4,2.5,cluster_heavy,-1.8000949148106349,2.662344217307777,4.462439132118412,600758.3864099174,12.558485944288563,True,19.04695738176815,0,2.8499005057490967,70,48.57142857142857,False
h4-s3-c2p5-wbase,2.5,4,3.0,base,-3.4931909670341987,0.9692481650842133,4.462439132118412,534859.0920265084,6.523575654028116,True,17.36542144435255,0,2.172176726327759,88,46.590909090909086,False
h4-s3-c2p5-wrs_heavy,2.5,4,3.0,rs_heavy,-3.423018984940107,1.0394201471783049,4.462439132118412,537461.6959108034,8.703595602528848,True,12.978251140385987,0,2.8522034113135932,83,50.602409638554214,False
h4-s3-c2p5-wcluster_heavy,2.5,4,3.0,cluster_heavy,-3.5652091818522136,0.8972299502661985,4.462439132118412,532199.249805865,7.550181256570238,True,17.25460232818667,0,2.539521584092142,87,50.57471264367817,False
h4-s3-c3-wbase,3.0,4,3.0,base,-2.5864922686625658,1.8759468634558463,4.462439132118412,569333.3726853109,7.913359182315878,True,19.886989520089024,0,2.2153835847766183,75,49.333333333333336,False
h4-s3-c3-wrs_heavy,3.0,4,3.0,rs_heavy,-3.156063603627768,1.3063755284906442,4.462439132118412,547462.2063835207,5.780380558189056,True,21.149154738140584,0,1.7458950103942295,73,45.20547945205479,False
h4-s3-c3-wcluster_heavy,3.0,4,3.0,cluster_heavy,-2.437777580339806,2.024661551778606,4.462439132118412,575165.6414569325,6.7559405864958935,True,20.10234021288294,0,1.9959553713973541,79,45.56962025316456,False
h4-s3-c3p5-wbase,3.5,4,3.0,base,-1.9979186348473288,2.4645204972710832,4.462439132118412,592716.5886547641,8.340578303137088,True,21.89094237755132,0,1.917068663692953,63,41.269841269841265,False
h4-s3-c3p5-wrs_heavy,3.5,4,3.0,rs_heavy,-2.307340496148913,2.155098635969499,4.462439132118412,580323.1714000846,8.899974563804605,True,21.55415535788225,0,1.978728783711014,58,41.37931034482759,False
h4-s3-c3p5-wcluster_heavy,3.5,4,3.0,cluster_heavy,-2.2525192467204525,2.2099198853979596,4.462439132118412,582502.6217215394,7.991312604634226,True,20.98587246193117,0,1.9500795972422376,64,40.625,False
